Key,ACT/SAT Score,AP Math,AP Physics,Composite HS GPA
661506,-4.513362641115382,-0.7650850060748775,-0.4493224333446499,-0.3264378509430008
698992,-0.37943575208944474,-0.7650850060748775,-0.4493224333446499,-0.08673755621531384
214163,-0.5244858183710566,-0.7650850060748775,-0.4493224333446499,-0.30507841873954367
227761,0.4183396124594203,-0.7650850060748775,-0.4493224333446499,-0.2765991758016007
230248,-0.7420609177934744,-0.7650850060748775,-0.4493224333446499,0.32383819614003084
243038,-0.9596360172158921,-0.7650850060748775,-0.4493224333446499,-0.2765991758016007
350499,0.47635963897206507,-0.7650850060748775,-0.4493224333446499,0.44487497862628816
378935,-0.32866822889088065,1.3067246560709331,-0.4493224333446499,0.7450936645971039
396532,0.12823947989619666,-1.530170012149755,-0.8986448666892998,-2.0565518594230374
396532,0.12823947989619666,-1.530170012149755,-0.8986448666892998,-2.0565518594230374
396532,0.12823947989619666,-1.530170012149755,-0.8986448666892998,-2.0565518594230374
396532,0.12823947989619666,-1.530170012149755,-0.8986448666892998,-2.0565518594230374
412613,0.20076451303700257,-0.7650850060748775,-0.4493224333446499,0.7628931914333182
478539,-0.6477783747104267,-0.7650850060748775,-0.4493224333446499,0.48878047815561715
500929,0.15724949315251902,0.5416396499960556,1.7757065597244894,0.5303127074401172
502815,0.8027222881056917,-0.7650850060748775,-0.4493224333446499,0.546925599153917
505539,0.15724949315251902,-0.7650850060748775,-0.4493224333446499,0.37605014152625926
513615,0.12823947989619666,-0.7650850060748775,-0.4493224333446499,0.5350592479297744
514071,0.31680456606229207,2.6134493121418663,-0.8986448666892998,0.7913724343712613
514081,-0.0893356195262211,-0.9885303621536994,6.225764545862768,0.42114227617800243
516582,0.8534898113042558,1.3067246560709331,-0.4493224333446499,0.7913724343712613
516765,0.6359147118818381,1.3067246560709331,-0.4493224333446499,0.6560960304160321
516861,-0.32866822889088065,-0.7650850060748775,2.2250289930691394,0.7557733806988323
520017,0.15724949315251902,-0.7650850060748775,2.2250289930691394,0.544552328909089
520040,0.49086464560022625,-0.7650850060748775,-0.4493224333446499,0.4709809513194022
527164,-1.6123613154831453,-0.7650850060748775,-0.4493224333446499,-0.20540106845674316
533865,-0.4519607852302507,-0.7650850060748775,-0.4493224333446499,0.13456989411495093
542090,0.2732895461778085,-0.7650850060748775,-0.4493224333446499,0.753993428015211
554861,-4.513362641115382,-1.530170012149755,-0.8986448666892998,0.724920867516061
554861,-4.513362641115382,-1.530170012149755,-0.8986448666892998,0.724920867516061
554861,-4.513362641115382,-1.530170012149755,-0.8986448666892998,0.724920867516061
554861,-4.513362641115382,-1.530170012149755,-0.8986448666892998,0.724920867516061
557287,-0.0893356195262211,-0.22344535607882188,4.000735552793628,0.7771328129022901
568105,0.12823947989619666,1.3067246560709331,-0.4493224333446499,0.07939136092268663
604394,-4.513362641115382,-0.7650850060748775,-0.4493224333446499,-2.0565518594230374
666410,0.8027222881056917,-0.7650850060748775,-0.4493224333446499,0.5991375445401461
687538,-0.8073334476201997,-0.7650850060748775,-0.4493224333446499,0.38732317518919523
688514,-0.0893356195262211,-0.7650850060748775,-0.4493224333446499,0.20754795414343016
691756,-0.9741410238440533,-0.7650850060748775,-0.4493224333446499,0.5208196264608026
